0,1.2393192,1.1787801
1,1.2099327,1.1905022
2,1.2039287,1.2016988
3,1.2064527,1.1878101
4,1.1964468,1.1729234
5,1.1867166,1.1586127
6,1.1665123,1.1449691
7,1.1516323,1.1304916
8,1.136646,1.1172714
9,1.1234564,1.1012439
10,1.1038042,1.0897423
11,1.0910041,1.0825459
12,1.0831875,1.080726
13,1.0852408,1.0742798
14,1.0765741,1.0646005
15,1.0655562,1.0536091
16,1.0591183,1.0475231
17,1.0619981,1.0439581
18,1.0470089,1.0519224
19,1.0503337,1.0505564
20,1.0438521,1.0477724
21,1.0502889,1.0394008
22,1.0392914,1.0297575
23,1.0277737,1.0255121
24,1.0269678,1.0214605
25,1.0233204,1.0224454
26,1.0222102,1.0227169
27,1.0252205,1.0180391
28,1.0194746,1.013035
29,1.0142257,1.0100657
30,1.0078114,1.0097562
31,1.008893,1.0098183
32,1.0066799,1.0104473
33,1.0048748,1.0100105
34,1.0098773,1.0054271
35,1.0045557,1.0023133
36,1.0059545,0.99897736
37,0.9993262,0.9927794
38,0.98672867,0.99123704
39,0.9927864,0.9887721
40,0.98746395,0.98836833
41,0.9882862,0.99326915
42,0.9879409,0.997295
43,0.9938604,0.9954813
44,0.99274284,0.9913309
45,0.9840082,0.98701227
46,0.98919886,0.97865325
47,0.9787669,0.9729163
48,0.9748082,0.97093695
49,0.96788895,0.97191936
50,0.9742848,0.9721385
51,0.96955854,0.9723671
52,0.973344,0.97096205
53,0.9716967,0.9676897
54,0.9681653,0.9634358
55,0.9614395,0.95938283
56,0.9534116,0.9594924
57,0.9588622,0.96058434
58,0.96003926,0.9603163
59,0.95941544,0.95715636
60,0.9542669,0.9555489
61,0.956092,0.95167196
62,0.95343095,0.94930494
63,0.9441826,0.94876176
64,0.946751,0.94843626
65,0.9468212,0.9483775
66,0.94662684,0.94736403
67,0.9422027,0.94743395
68,0.9444577,0.9471154
69,0.94811857,0.9445246
70,0.94475806,0.9419924
71,0.94077414,0.9416717
72,0.9385768,0.94211924
73,0.9423634,0.94194394
74,0.9406948,0.9413223
75,0.9403509,0.94078696
76,0.9387046,0.94144344
77,0.9386317,0.94083214
78,0.9404971,0.94072944
79,0.9398018,0.94221723
80,0.94127005,0.9408724
81,0.93841636,0.94001865
82,0.9382084,0.94083655
83,0.9381603,0.9404658
84,0.9379255,0.94033223
85,0.93569785,0.9409903
86,0.93475693,0.94126767
87,0.93473923,0.94216746
88,0.9392597,0.9429141
89,0.94112605,0.9427163
90,0.93927634,0.9426788
91,0.9371387,0.942043
92,0.93435127,0.9404112
93,0.93501806,0.9377673
94,0.93339765,0.93738955
95,0.93472016,0.93704146
96,0.9318159,0.93755245
97,0.9326194,0.93881834
98,0.93145883,0.9395296
99,0.93411696,0.9385891
100,0.93395346,0.93769586
101,0.9326674,0.93652755
102,0.93305033,0.9359743
103,0.93012637,0.9354998
104,0.9277199,0.93494874
105,0.93024176,0.93508464
106,0.92903054,0.93450105
107,0.92789954,0.93504286
108,0.9303398,0.93567085
109,0.9314041,0.9351579
110,0.92843235,0.9341974
111,0.928761,0.9344641
112,0.92672175,0.93503267
113,0.9247885,0.93463004
114,0.9265873,0.9334437
115,0.926808,0.93242633
116,0.9237422,0.93186367
117,0.92442906,0.9325951
118,0.9287586,0.9334394
119,0.925182,0.9329807
120,0.93070066,0.9320709
121,0.92364156,0.9323988
122,0.92478836,0.93262404
123,0.92438143,0.9314108
124,0.9227284,0.9306037
125,0.9243315,0.9295573
126,0.92258894,0.92986584
127,0.9256674,0.93078357
128,0.9231602,0.9311193
129,0.9259548,0.9309185
130,0.9245596,0.9306661
131,0.9221102,0.92980444
132,0.9189445,0.9291005
133,0.9194598,0.9291852
134,0.9225985,0.9289478
135,0.9263145,0.9295362
136,0.9189552,0.9308543
137,0.92149097,0.9314151
138,0.9229909,0.9303366
139,0.9196474,0.92955226
140,0.9186901,0.9302823
141,0.92094994,0.9296788
142,0.9206678,0.92815113
143,0.9198467,0.92856693
144,0.91827166,0.92812335
145,0.91726744,0.92708224
146,0.92059124,0.92662704
147,0.921435,0.92563075
148,0.91943806,0.9248932
149,0.9159729,0.92637813
150,0.91682756,0.9284226
151,0.9183966,0.9263789
152,0.9160265,0.92607373
153,0.91506326,0.9257741
154,0.9144478,0.92552316
155,0.9133164,0.924592
156,0.9169242,0.92515516
157,0.91906756,0.92617494
158,0.9196228,0.924996
159,0.9121844,0.92488956
160,0.91533315,0.92431337
161,0.9144729,0.9235687
162,0.9182434,0.9228681
163,0.9102106,0.92248166
164,0.90927255,0.92309207
165,0.9123639,0.92350274
166,0.9127494,0.9234587
167,0.91031945,0.9242309
168,0.91119015,0.924664
169,0.90878487,0.9245864
170,0.9104433,0.9253603
171,0.9136597,0.9246642
172,0.9126994,0.92277443
173,0.9068947,0.92208993
174,0.9125029,0.92217505
175,0.91072476,0.9224302
176,0.91384965,0.92209244
177,0.90797186,0.922478
178,0.9094987,0.9226605
179,0.9079134,0.92248756
180,0.90801513,0.9229145
181,0.9130062,0.9227212
182,0.9113967,0.922386
183,0.9077862,0.9225109
184,0.9108633,0.9219073
185,0.90708494,0.9217
186,0.9051423,0.92108804
187,0.9074457,0.91987896
188,0.9039668,0.9202054
189,0.9069506,0.9207352
190,0.9106666,0.9212742
191,0.9074895,0.92152154
192,0.9050431,0.92055607
193,0.9038271,0.91987467
194,0.9048511,0.9194271
195,0.9083683,0.91944236
196,0.9063218,0.91910684
197,0.90344775,0.9193737
198,0.9036676,0.91990507
199,0.9061087,0.91973627
200,0.90759087,0.9195696
201,0.90384036,0.9192964
202,0.90400183,0.9203973
203,0.90137845,0.9212928
204,0.907282,0.9211067
205,0.9018512,0.9200538
206,0.9026786,0.91971606
207,0.9045917,0.91900694
208,0.9063328,0.9196952
209,0.90292186,0.92036736
210,0.90152615,0.92017233
211,0.91003096,0.9195344
212,0.9038695,0.91961336
213,0.90245247,0.9193465
214,0.90160674,0.9185877
215,0.90317285,0.9182865
216,0.903045,0.9191291
217,0.89969426,0.9190911
218,0.9042538,0.918763
219,0.90074444,0.9189285
220,0.90271264,0.91958475
221,0.9020273,0.9204297
222,0.9048672,0.92015326
223,0.9030239,0.9191448
224,0.8957698,0.9190733
225,0.9028468,0.9196032
226,0.90378207,0.91948396
227,0.90148467,0.9198524
228,0.90289533,0.91960275
229,0.90028316,0.91923857
230,0.9011052,0.9190793
231,0.9012009,0.91920185
232,0.9038905,0.9189848
233,0.90223855,0.91861755
234,0.8968154,0.9185113
235,0.8993248,0.9183531
236,0.9001907,0.9186206
237,0.90047777,0.91929257
238,0.9009511,0.919026
239,0.8972511,0.9188078
240,0.9003827,0.91897315
241,0.89795685,0.9190353
242,0.8999758,0.9187921
243,0.89977014,0.9184495
244,0.9016329,0.9177613
245,0.8976717,0.91734123
246,0.8975679,0.9177502
247,0.8966581,0.918527
248,0.89683217,0.9185139
249,0.89725524,0.9186816
250,0.90031064,0.9190634
251,0.9002897,0.91932404
252,0.8967749,0.9191383
253,0.89849615,0.91856706
254,0.899078,0.9184371
255,0.8974355,0.91905963
256,0.9001781,0.9194978
257,0.89988774,0.9180654
258,0.8963448,0.9175345
259,0.8984073,0.9178413
260,0.8982941,0.9171397
261,0.89774334,0.9171012
262,0.8970071,0.91715336
263,0.8983735,0.9174472
264,0.8960201,0.91866493
265,0.8958308,0.9198969
266,0.89843416,0.920479
267,0.89731634,0.92019415
268,0.8967026,0.9191805
269,0.8960964,0.917871
270,0.8960556,0.91701394
271,0.8982002,0.91674674
272,0.8940579,0.9167755
273,0.8918564,0.9172947
274,0.8959366,0.9185716
275,0.89326525,0.91908026
276,0.89885235,0.9190192
277,0.8960484,0.9184637
278,0.89523095,0.91755295
279,0.8928828,0.9178564
280,0.89406145,0.9183769
281,0.8989582,0.9184759
282,0.89705086,0.9184109
283,0.8940927,0.91904676
284,0.8950881,0.919038
285,0.8930992,0.9194233
286,0.89419496,0.91919726
287,0.89653206,0.9187177
288,0.8943223,0.91826093
289,0.8934741,0.91778326
290,0.89238787,0.9181818
291,0.8902661,0.9189585
292,0.89501905,0.919479
293,0.8965006,0.91900504
294,0.8953416,0.91838455
295,0.89431304,0.91776687
296,0.89238465,0.9178643
297,0.89649475,0.9179942
298,0.89556396,0.9180585
299,0.89436305,0.9187581
300,0.8918047,0.9191966
301,0.8934897,0.9194207
302,0.8957844,0.9197014
303,0.8939642,0.91918004
304,0.8956951,0.9178556
305,0.8904058,0.91773194
306,0.8907887,0.91784096
307,0.89486885,0.9180254
308,0.89395916,0.9178127
