1.529563410840802273e+00,1.359573164809266599e+00
1.447623954629434273e+00,1.412292620835977397e+00
1.320567502176289709e+00,1.204828650611875940e+00
1.841069771165121827e+00,1.567215378187891250e+00
1.144494758125998324e+00,1.292633297150451055e+00
1.459607412347945221e+00,1.245419697712789375e+00
1.635312634651711727e+00,1.410952922791803177e+00
1.712898164540534784e+00,1.165630352170425654e+00
1.414303259999474038e+00,1.603308426887392502e+00
1.597248251587483958e+00,1.402087987530484581e+00
1.213275879088484555e+00,1.461599070510555931e+00
1.595486245643716217e+00,1.501505484990181660e+00
1.069205043064525240e+00,1.542551247975408435e+00
1.617589778203156525e+00,1.428001845802760572e+00
1.362274282671104286e+00,1.233205103107690714e+00
1.858083337027978788e+00,1.365264089690738869e+00
1.375848172706781503e+00,1.314539317827482456e+00
1.494826296521051034e+00,1.416121830379490243e+00
1.308058324832847008e+00,1.316149509806070705e+00
1.178480860103528371e+00,1.299106732721047264e+00
1.427525723156184645e+00,1.086235355841596473e+00
1.824798769418737532e+00,1.052576383974402452e+00
1.431857260317235481e+00,1.293381253122960262e+00
1.610259586939226217e+00,1.556767710699007212e+00
1.526588316369086762e+00,1.378692990477794034e+00
1.299217828750614867e+00,1.109958627797238639e+00
1.450897314127143956e+00,1.183736376254170386e+00
1.096273500594298511e+00,1.724709322899837138e+00
1.484394789879858179e+00,1.342764224310645682e+00
1.494809625893989580e+00,1.446518403300696809e+00
1.514399815716717113e+00,1.282514396363683140e+00
1.488679596015697770e+00,1.162345772516659048e+00
1.428109726716671801e+00,1.796269703005351159e+00
1.443674724013731314e+00,1.463453782154517491e+00
1.228609909498423081e+00,1.385967506328046994e+00
1.768992333510535087e+00,1.623416706887373273e+00
1.311039263340757932e+00,1.451545557002544395e+00
1.398971414954132797e+00,1.948251653285899110e+00
1.232337516176074121e+00,1.645250796682701466e+00
1.104583435991602913e+00,1.146613689493912291e+00
1.325393899236143813e+00,1.321651553400241763e+00
9.693740340111268727e-01,1.808657024900483190e+00
1.508785253610346544e+00,1.431370775249883653e+00
1.200232226933183100e+00,1.526633995372771446e+00
1.286404557563900486e+00,1.620989528515363487e+00
1.500501677274583834e+00,1.320528021014391928e+00
1.552930734308261229e+00,1.388019318639993616e+00
1.572622462063560267e+00,1.095161930954037910e+00
1.227371786555049304e+00,1.064789912572871255e+00
1.261248612749658049e+00,1.602846447922310125e+00
9.876669539198043024e-01,1.450156209809808416e+00
1.705976762479997078e+00,1.502236271960270653e+00
1.680750984056730513e+00,1.386916073988264442e+00
1.342265388355589728e+00,1.358282423947502870e+00
1.077670594119004122e+00,1.426540932899472480e+00
1.530970037144946838e+00,1.393314628482679618e+00
1.141290866461280196e+00,1.718295035470734033e+00
1.118959368229297313e+00,1.676966563670235777e+00
1.070401308805597473e+00,1.943748875281963828e+00
1.307168538267876379e+00,1.664540210317712710e+00
1.309322010630994626e+00,9.958483165277025595e-01
1.235470483599196090e+00,1.344266972692878870e+00
8.555198972380843037e-01,1.426693990979803317e+00
1.142099568858991887e+00,1.505501641840509830e+00
1.208689387073377475e+00,1.637071662414673945e+00
1.255393988814991202e+00,1.605219745998212044e+00
1.274374260523828628e+00,1.770680174223286052e+00
1.318869914623802098e+00,1.205001711033681033e+00
1.036253132441020242e+00,1.771987515427096982e+00
1.315022139142220547e+00,1.386905654688189049e+00
1.129626631487034238e+00,1.498486524815762833e+00
1.077341939105344260e+00,1.668876992611606935e+00
1.200426160198463155e+00,1.485244027870223471e+00
1.394759374841708643e+00,1.537030801482934361e+00
1.068981038396757954e+00,1.609276969015630332e+00
1.487555755495120646e+00,1.092897678166069531e+00
1.272396675268219646e+00,1.215960787976563484e+00
1.319468220926183655e+00,1.457998345244472915e+00
1.259545483079152373e+00,1.763839259822513439e+00
9.812608313091371048e-01,1.947110962724472483e+00
1.486225208507745865e+00,1.372247997163985822e+00
5.133722014302489756e-01,1.925328995900218221e+00
9.625565329445733287e-01,1.748302990763425324e+00
1.186850539484557432e+00,1.666115175409208060e+00
1.093527663756961754e+00,1.522357282224994668e+00
1.505998392351406867e+00,1.233237793460009391e+00
1.296261619125690379e+00,1.757093826243532497e+00
1.949893527483703259e+00,1.313541200839506651e+00
1.974483611692545493e+00,1.259066440236404016e+00
1.660931793782228549e+00,1.393548321971543213e+00
1.459465765706653873e+00,1.359548659096009970e+00
1.234050421489440996e+00,1.451299600250499422e+00
1.029102827665898223e+00,1.678734026301499371e+00
1.668505658315552642e+00,1.275557429511324115e+00
1.203628584664866219e+00,1.450898486072985660e+00
