1.408473954081391311e+00,1.389222545112102303e+00
9.623040812290875046e-01,1.440853032372477083e+00
1.201509301094761950e+00,1.004833474726387843e+00
1.440129118913415107e+00,1.097228974493835940e+00
7.716854110780656528e-01,1.594345218212064763e+00
1.625789515643501382e+00,1.024257476581192927e+00
1.207065156265636041e+00,1.590246578480653650e+00
1.263457521207331125e+00,1.624209967998775817e+00
1.178796810948995244e+00,1.574933458477221437e+00
1.601639225869222249e+00,1.195921711937483645e+00
1.007663022927345553e+00,1.760481040352443349e+00
1.277889663870045212e+00,1.957922608727133529e+00
9.214843550566083064e-01,1.588216375213851839e+00
1.043164243272812541e+00,1.770003727099921376e+00
1.336580744686126643e+00,1.371294195143012429e+00
1.434820274389287942e+00,1.068252254406661494e+00
1.830382739157724981e+00,4.177564979058347450e-01
1.434128228661981641e+00,7.004182244069442342e-01
1.517048926759338778e+00,1.278981428276465770e+00
9.865232586682497473e-01,1.551663024111888722e+00
8.710485555184594997e-01,1.160223307034529583e+00
1.292629072471773499e+00,1.735419939214757346e+00
1.768371549586153391e+00,1.158360537047071981e+00
1.333252729695908023e+00,1.158521987289043542e+00
9.013857999586117886e-01,1.564835349386589858e+00
1.165345909189842599e+00,1.374054151755676578e+00
1.308982857319764159e+00,1.001008056211326602e+00
9.695597945593550371e-01,1.911104559776236389e+00
9.157320815503592337e-01,9.827064020887968931e-01
1.362733953290952815e+00,1.628566615833607845e+00
1.051821471299104749e+00,1.582794083671298591e+00
1.778192815640716296e+00,9.816470706840956240e-01
1.454935776986280516e+00,1.076227767874197383e+00
6.705040638061281477e-01,1.279635335410672425e+00
7.987596696159749987e-01,1.130810126147906880e+00
8.123451711600074843e-01,5.247541833191966543e-01
9.370253036261716462e-01,4.448344548692218514e-01
5.880159389936860936e-01,1.702953526881434199e+00
1.322995588605558659e+00,9.860044234038696231e-01
8.777164008742160961e-01,1.201761361683622464e+00
1.161972599339126999e+00,1.069491718598911678e+00
1.287186126447832368e+00,1.423648279193209465e+00
1.147278751774176042e+00,1.132859956032091109e+00
1.015885050112932175e+00,1.389027357682399044e+00
1.556449789349338531e+00,1.462480320396271960e+00
1.405731176202137389e+00,1.355595176462315976e+00
1.555760725579257375e+00,1.077510071125616475e+00
1.370879676379081369e+00,1.640898220175871947e+00
7.964598049658595524e-01,1.597608962435186353e+00
1.308693685670560436e+00,1.819616289909782303e+00
1.451169729413273046e+00,1.006580035243230364e+00
1.351558920537752506e+00,1.368797286769057209e+00
1.524866651063648382e+00,6.949905718791211662e-01
1.139978708022378662e+00,1.350041091467855559e+00
1.582706548897572008e+00,1.059118122531391926e+00
1.191792308707290582e+00,1.648292073864060070e+00
1.253292645279954209e+00,1.626183217100697798e+00
1.544109360597803127e+00,1.113573564313085074e+00
1.440195375510788356e+00,1.487772977887081405e+00
1.572052079099556243e+00,1.440200956667335941e+00
1.545154382331723752e+00,1.238556841425619837e+00
